"No","Latitude","Longitude","Name","Description","Notes","Symbol","Date","Time"
1509,14.63703,121.10437,"Vista Valley Executive Village","osm-id 255065062",,"place:subdivision",04/01/08,04:28:48 PM
822,14.72952,121.03942,"St. Francis Village","osm-id 255060060",,"place:subdivision",04/01/08,05:06:08 PM
1021,14.69001,121.06209,"Central Bank Employees Homes","osm-id 255072711",,"place:subdivision",04/01/08,04:34:00 PM
829,14.72287,121.03226,"Josefina Subdivision","osm-id 255068790",,"place:subdivision",04/01/08,04:22:23 PM
836,14.72243,121.05565,"North Fairview Subdivision","osm-id 255059843",,"place:subdivision",04/01/08,04:27:04 PM
1389,14.67677,121.05394,"Centerville Subdivision","osm-id 255054185",,"place:subdivision",04/01/08,04:30:00 PM
1865,14.58287,121.12105,"Youngstown Village","osm-id 255059296",,"place:subdivision",04/01/08,05:15:55 PM
2274,14.37881,121.05034,"R. M. Tiosejo Residential Subdivision","osm-id 255055869",,"place:subdivision",04/01/08,05:00:12 PM
1213,14.65155,120.95471,"Kaunlaran Village","osm-id 255065572",,"place:subdivision",04/01/08,05:18:57 PM
920,14.68187,121.00946,"Sta. Quiteria Village","osm-id 255065271",,"place:subdivision",04/01/08,04:59:51 PM
2037,14.49763,121.04544,"United Paranaque Subdivision 3","osm-id 255062493",,"place:subdivision",04/01/08,04:40:56 PM
1479,14.65502,121.09828,"Edge Water Subdivision","osm-id 255068818",,"place:subdivision",04/01/08,05:18:55 PM
1073,14.68486,121.06076,"Palm Place","osm-id 255065324",,"place:subdivision",04/01/08,04:48:57 PM
1489,14.64902,121.09749,"Filipinas Village","osm-id 255070447",,"place:subdivision",04/01/08,04:22:31 PM
1624,14.60953,121.10610,"Karangalan Village","osm-id 255070227",,"place:subdivision",04/01/08,05:00:34 PM
1642,14.66950,121.11431,"St. Mary Subdivision","osm-id 255067055",,"place:subdivision",04/01/08,04:27:03 PM
867,14.70998,121.00541,"Christ The King Village","osm-id 255068814",,"place:subdivision",04/01/08,04:42:05 PM
2011,14.47440,121.01465,"Paranaque Greenheights Subdivision","osm-id 255068416",,"place:subdivision",04/01/08,05:15:44 PM
1837,14.50908,121.00823,"Gat Mendoza Housing Area","osm-id 255072291",,"place:subdivision",04/01/08,05:02:49 PM
1673,14.63605,121.12880,"Rimview Park","osm-id 255071930",,"place:subdivision",04/01/08,04:41:31 PM
1363,14.67442,121.03765,"St. Dominic Subdivision 6","osm-id 255063045",,"place:subdivision",04/01/08,05:14:34 PM
2047,14.48749,121.04208,"Marimar Village","osm-id 255070248",,"place:subdivision",01/09/09,02:43:08 PM
1969,14.47712,120.97866,"Villa Fidela","osm-id 255064579",,"place:subdivision",04/01/08,04:36:15 PM
1417,14.66601,121.05805,"San Antonio Homes","osm-id 255059449",,"place:subdivision",04/01/08,04:37:41 PM
1596,14.61676,121.08575,"Sta. Lucia Subdivision","osm-id 255060260",,"place:subdivision",04/01/08,05:10:44 PM
2014,14.46397,120.98542,"Villa Isabelita  Subdivision","osm-id 255058560",,"place:subdivision",04/01/08,05:16:47 PM
1582,14.63194,121.10250,"Mountain View Village","osm-id 255052276",,"place:subdivision",04/01/08,05:03:54 PM
869,14.70196,121.00500,"San Agustin Village","osm-id 255064310",,"place:subdivision",04/01/08,05:09:20 PM
1442,14.66686,121.10888,"Marikina Greenheigts Subdivision","osm-id 255070704",,"place:subdivision",04/01/08,04:54:06 PM
2209,14.42990,121.04446,"Mintcor Southrow Townhouses","osm-id 255062652",,"place:subdivision",04/01/08,04:22:17 PM
888,14.69841,120.99618,"Hiyas Homes Subdivision","osm-id 255065139",,"place:subdivision",04/01/08,04:41:11 PM
2185,14.41434,120.99456,"Christian Ville","osm-id 255070494",,"place:subdivision",04/01/08,04:25:55 PM
1350,14.67344,121.03009,"Geronimo Subdivision","osm-id 255064335",,"place:subdivision",04/01/08,04:39:02 PM
1833,14.50798,121.00870,"Airport Village","osm-id 255058785",,"place:subdivision",04/01/08,05:17:23 PM
1637,14.59440,121.10565,"Dona Andrea Village 2","osm-id 255060811",,"place:subdivision",04/01/08,04:39:53 PM
1661,14.65049,121.12958,"Empress Village","osm-id 255060907",,"place:subdivision",04/01/08,04:45:26 PM
1353,14.67362,121.03572,"Herrera Subdivision","osm-id 255068439",,"place:subdivision",04/01/08,05:03:09 PM
1714,14.54890,121.01182,"Ayala Village","osm-id 255069059",,"place:subdivision",04/01/08,04:25:42 PM
1064,14.68073,121.04436,"San Miguel Compound","osm-id 255070987",,"place:subdivision",04/01/08,05:06:39 PM
1857,14.51641,121.06945,"St.michael Subdivision","osm-id 255071119",,"place:subdivision",04/01/08,04:50:38 PM
2145,14.44128,121.01986,"Winners Circle","osm-id 255066003",,"place:subdivision",04/01/08,04:22:13 PM
996,14.69994,121.10811,"Bona Subdivision","osm-id 255050515",,"place:subdivision",04/01/08,04:44:41 PM
937,14.72063,121.03675,"Dona Isaura Subdivision","osm-id 255059230",,"place:subdivision",04/01/08,04:55:14 PM
1877,14.57291,121.11519,"Russiann Compound","osm-id 255054445",,"place:subdivision",04/01/08,04:24:14 PM
1369,14.66846,121.03548,"Hayaville Subdivision","osm-id 255052948",,"place:subdivision",04/01/08,04:35:20 PM
2174,14.42610,121.01541,"Dbp Village Ii","osm-id 255050314",,"place:subdivision",04/01/08,05:12:53 PM
1349,14.67640,121.02903,"Sta. Perpetual Village","osm-id 255063361",,"place:subdivision",04/01/08,05:01:01 PM
953,14.71501,121.05134,"Park Mediterranee Subdivision","osm-id 255051722",,"place:subdivision",04/01/08,04:59:11 PM
2089,14.46043,121.03685,"Garcia Heights","osm-id 255062003",,"place:subdivision",04/01/08,05:16:36 PM
1613,14.60514,121.03688,"Monterey Compound","osm-id 255060472",,"place:subdivision",04/01/08,05:14:29 PM
2061,14.47433,121.02920,"Don Aguedo Bernabe Subdivision","osm-id 255069076",,"place:subdivision",04/01/08,04:35:05 PM
782,14.76379,121.08517,"Bankers Village 2","osm-id 255068803",,"place:subdivision",04/01/08,05:03:52 PM
778,14.76050,121.07653,"Victory Heights Subdivision","osm-id 255064840",,"place:subdivision",04/01/08,04:39:29 PM
713,14.75731,121.02352,"Cd Village","osm-id 255066279",,"place:subdivision",04/01/08,04:45:55 PM
786,14.75536,121.08224,"Guadanoville Subdivision","osm-id 255072465",,"place:subdivision",04/01/08,04:38:32 PM
775,14.74597,121.06050,"Capitol Parkland Subdivision","osm-id 255049915",,"place:subdivision",04/01/08,05:07:16 PM
759,14.75041,121.03692,"Hillcrest Village","osm-id 255071846",,"place:subdivision",04/01/08,05:03:29 PM
2152,14.43403,120.99665,"San Antonio Valley 17","osm-id 255061424",,"place:subdivision",04/01/08,05:10:05 PM
984,14.71862,121.10409,"Capitol View Park Subdivision","osm-id 255060777",,"place:subdivision",04/01/08,04:45:53 PM
1483,14.65512,121.11299,"La Consolacion Village","osm-id 255071876",,"place:subdivision",04/01/08,04:40:22 PM
798,14.74174,121.04386,"St. Jude Subdivision","osm-id 255059568",,"place:subdivision",04/01/08,05:04:18 PM
795,14.74313,121.03077,"Rainbow 5","osm-id 255063020",,"place:subdivision",04/01/08,04:49:02 PM
800,14.74177,121.04698,"Franvile 3","osm-id 255067920",,"place:subdivision",04/01/08,05:11:42 PM
799,14.73899,121.03698,"Selecta-arce Farms","osm-id 255065261",,"place:subdivision",04/01/08,04:30:37 PM
790,14.75310,121.08293,"Amparo Village","osm-id 255070865",,"place:subdivision",04/01/08,05:09:32 PM
927,14.67826,121.01638,"Jem 5 Subdivision","osm-id 255062062",,"place:subdivision",04/01/08,04:54:34 PM
794,14.74205,121.03224,"Canero Subdivision","osm-id 255062776",,"place:subdivision",04/01/08,04:49:26 PM
792,14.74178,121.03385,"Sm Homes","osm-id 255053855",,"place:subdivision",04/01/08,04:49:18 PM
754,14.75489,121.04798,"Dona Helen  Subdivision","osm-id 255055442",,"place:subdivision",04/01/08,04:49:39 PM
2211,14.42490,121.04362,"Rizal Village","osm-id 255049877",,"place:subdivision",04/01/08,05:13:45 PM
756,14.75390,121.02545,"Saranay Homes","osm-id 255054983",,"place:subdivision",04/01/08,05:20:42 PM
755,14.75623,121.05110,"Del Rey Ville Ii","osm-id 255066398",,"place:subdivision",04/01/08,04:32:04 PM
747,14.75495,121.03528,"Maginhawa Village","osm-id 255060002",,"place:subdivision",04/01/08,04:47:14 PM
671,14.77000,121.08338,"Cefels Park Subdivision","osm-id 255059458",,"place:subdivision",04/01/08,05:00:27 PM
752,14.75525,121.05420,"Phhc-camarin Subdivision Area D","osm-id 255050397",,"place:subdivision",04/01/08,05:08:34 PM
748,14.75945,121.04141,"Fortesa Subdivision","osm-id 255065437",,"place:subdivision",04/01/08,05:03:18 PM
771,14.74695,121.04689,"Caritas Village","osm-id 255071092",,"place:subdivision",04/01/08,04:47:59 PM
661,14.77540,121.04433,"Brixton Subdivision","osm-id 255067546",,"place:subdivision",04/01/08,05:11:09 PM
764,14.74552,121.04663,"Villa Angelita","osm-id 255059933",,"place:subdivision",04/01/08,05:16:03 PM
768,14.74877,121.03839,"Villa Magdalena","osm-id 255070532",,"place:subdivision",04/01/08,05:06:45 PM
767,14.74399,121.04425,"Quintos Village","osm-id 255070217",,"place:subdivision",04/01/08,04:24:51 PM
959,14.70746,121.04447,"Chuidan Subdivision","osm-id 255050037",,"place:subdivision",04/01/08,05:03:46 PM
760,14.75060,121.04256,"Zamora Compound","osm-id 255072681",,"place:subdivision",04/01/08,04:35:35 PM
763,14.74675,121.02976,"Rainbow 5","osm-id 255062070",,"place:subdivision",04/01/08,04:47:51 PM
762,14.74447,121.03605,"Urduja Village","osm-id 255061129",,"place:subdivision",04/01/08,05:16:46 PM
840,14.71706,120.94987,"San Francisco Del Monte Subdivision","osm-id 255069895",,"place:subdivision",04/01/08,05:10:56 PM
2073,14.46705,121.02980,"El Puentebello Subdivision","osm-id 255065406",,"place:subdivision",04/01/08,05:18:05 PM
835,14.72849,121.06163,"Neopolitan 1-villa Vienna","osm-id 255058206",,"place:subdivision",04/01/08,04:25:01 PM
839,14.72249,121.10733,"Manahan Subdivision","osm-id 255067047",,"place:subdivision",04/01/08,04:27:34 PM
838,14.74040,121.07042,"Sacred Heart Village Ii","osm-id 255062068",,"place:subdivision",04/01/08,05:01:37 PM
830,14.72393,121.03079,"Dantes Subdivision","osm-id 255070380",,"place:subdivision",04/01/08,04:59:27 PM
815,14.73349,121.06266,"North Fairview Park Neopolitan Estate","osm-id 255062304",,"place:subdivision",04/01/08,05:18:50 PM
832,14.72554,121.04666,"Jordan Plain Subdivision","osm-id 255066349",,"place:subdivision",04/01/08,05:09:54 PM
831,14.72171,121.04721,"Villa Verde Homes","osm-id 255063705",,"place:subdivision",04/01/08,05:08:49 PM
856,14.71292,120.99300,"Victoria Village","osm-id 255070293",,"place:subdivision",04/01/08,04:55:11 PM
851,14.70067,120.95952,"San Simon Subdivision","osm-id 255064693",,"place:subdivision",04/01/08,05:18:47 PM
850,14.70844,120.96363,"Lena Subdivision","osm-id 255068324",,"place:subdivision",04/01/08,04:57:14 PM
854,14.71337,120.98817,"Ruby Ville 2","osm-id 255053010",,"place:subdivision",04/01/08,04:39:42 PM
852,14.70295,120.97817,"Villa Liwayway Subdivision","osm-id 255050260",,"place:subdivision",04/01/08,05:20:05 PM
843,14.71975,120.96463,"Skyline Subdivision","osm-id 255056026",,"place:subdivision",04/01/08,05:10:32 PM
785,14.76008,121.08925,"Pangarap Village","osm-id 255065341",,"place:subdivision",04/01/08,04:22:47 PM
901,14.69197,121.02524,"Salvador C. Biglang-awa Subdivision","osm-id 255050033",,"place:subdivision",04/01/08,04:42:07 PM
844,14.71336,120.96585,"Bartolome Subdivision","osm-id 255052090",,"place:subdivision",04/01/08,04:24:41 PM
812,14.74093,121.05893,"Maligaya Park Subdivision","osm-id 255070825",,"place:subdivision",04/01/08,04:39:27 PM
811,14.74235,121.06803,"Sacred Heart Village Iii","osm-id 255061260",,"place:subdivision",04/01/08,04:34:04 PM
796,14.74344,121.03369,"Celia Subdivision","osm-id 255064198",,"place:subdivision",04/01/08,04:38:37 PM
1077,14.67849,121.05461,"Tierra Gloria Subdivision","osm-id 255070876",,"place:subdivision",04/01/08,05:05:38 PM
803,14.73627,121.02613,"Bf Homes Phase 3","osm-id 255071133",,"place:subdivision",04/01/08,04:36:10 PM
802,14.73498,121.03305,"Cefels Park Ii","osm-id 255069014",,"place:subdivision",04/01/08,05:08:30 PM
1086,14.68873,121.09964,"Nelson Ville 1","osm-id 255063048",,"place:subdivision",04/01/08,05:08:19 PM
2245,14.40452,121.03666,"Camella Homes Alabang Ii","osm-id 255058741",,"place:subdivision",04/01/08,04:57:31 PM
2157,14.42706,120.98728,"Bf Vista  Grande","osm-id 255066565",,"place:subdivision",04/01/08,05:10:46 PM
824,14.72701,121.03125,"T.s. Cruz Subdivision","osm-id 255058501",,"place:subdivision",04/01/08,04:57:45 PM
823,14.72994,121.03750,"Blueville Subdivision","osm-id 255060105",,"place:subdivision",04/01/08,05:13:58 PM
827,14.72513,121.03196,"Gerryville Subdivision","osm-id 255061341",,"place:subdivision",04/01/08,05:07:28 PM
1449,14.66568,121.10563,"Jaybee Village","osm-id 255059175",,"place:subdivision",04/01/08,04:35:07 PM
819,14.72877,121.02946,"Jonaville Subdivision","osm-id 255059492",,"place:subdivision",04/01/08,05:11:57 PM
816,14.73349,121.06890,"Hilltop Subdivision","osm-id 255062472",,"place:subdivision",04/01/08,05:06:24 PM
1421,14.66618,121.06673,"Tierra Bella Subdivision","osm-id 255063347",,"place:subdivision",04/01/08,04:35:47 PM
820,14.73021,121.02922,"Interville Iii","osm-id 255061248",,"place:subdivision",04/01/08,04:22:57 PM
664,14.76642,121.02568,"Bankers Village","osm-id 255065707",,"place:subdivision",04/01/08,05:06:28 PM
663,14.76882,121.03619,"Pag-asa Homesite","osm-id 255054787",,"place:subdivision",04/01/08,04:36:32 PM
667,14.77260,121.06933,"Nhc-tala Estate Subdivision","osm-id 255050415",,"place:subdivision",04/01/08,05:05:18 PM
666,14.76680,121.04734,"Phhc-camarin Subdivision Area A","osm-id 255062896",,"place:subdivision",04/01/08,05:00:40 PM
773,14.75089,121.05008,"Lilies Subdivision","osm-id 255050005",,"place:subdivision",04/01/08,04:28:50 PM
965,14.70091,121.04156,"Nomar Subdivision Ii","osm-id 255049821",,"place:subdivision",04/01/08,05:10:09 PM
766,14.74871,121.04673,"Villa Susana","osm-id 255070100",,"place:subdivision",04/01/08,04:52:47 PM
660,14.77497,121.02881,"Shelter Ville Subdivision","osm-id 255060297",,"place:subdivision",04/01/08,04:24:09 PM
2125,14.45136,121.01485,"Bf Homes Phase Ii","osm-id 255064078",,"place:subdivision",04/01/08,05:05:50 PM
1945,14.49207,121.01271,"St. Francis Subdivision","osm-id 255058848",,"place:subdivision",04/01/08,05:05:52 PM
1784,14.55735,121.09555,"Villa Miguela Subdivision","osm-id 255058943",,"place:subdivision",04/01/08,04:31:42 PM
1040,14.68622,121.04161,"San Diego Green Meadow Subdivision","osm-id 255071131",,"place:subdivision",04/01/08,05:18:08 PM
2275,14.37619,121.04998,"Villa Carolina 2","osm-id 255063125",,"place:subdivision",04/01/08,04:58:24 PM
1346,14.67423,121.03372,"Congressional Subdivision","osm-id 255055672",,"place:subdivision",04/01/08,04:42:42 PM
672,14.76593,121.09619,"Sto. Nino Village","osm-id 255071480",,"place:subdivision",04/01/08,05:08:28 PM
945,14.71277,121.02745,"Green Acres Village","osm-id 255071621",,"place:subdivision",04/01/08,05:17:33 PM
878,14.68860,120.94198,"North Merville Park I Subdivision","osm-id 255062494",,"place:subdivision",04/01/08,04:33:07 PM
614,14.27553,120.81348,"Buenavista","osm-id 255056724",,"place:subdivision",04/01/08,04:55:30 PM
804,14.73521,121.03553,"Joyville Subdivision","osm-id 255072654",,"place:subdivision",04/01/08,05:19:06 PM
2030,14.46675,121.02151,"Equity Homes-5","osm-id 255070048",,"place:subdivision",04/01/08,04:58:09 PM
1162,14.67744,121.02381,"Spring Village","osm-id 255071588",,"place:subdivision",04/01/08,04:55:55 PM
2273,14.37246,121.04682,"Refedor Teachers Village","osm-id 255066309",,"place:subdivision",04/01/08,05:03:20 PM
1811,14.53109,121.00162,"San Gregorio Village","osm-id 255069281",,"place:subdivision",04/01/08,04:40:46 PM
2173,14.42878,121.01380,"Goodyear Park Subdivision","osm-id 255068846",,"place:subdivision",04/01/08,04:55:53 PM
665,14.76943,121.03131,"Sampaguita Subdivision","osm-id 255072611",,"place:subdivision",04/01/08,05:01:23 PM
2199,14.44957,121.04980,"Solid Mills Village","osm-id 255063008",,"place:subdivision",04/01/08,05:09:01 PM
2197,14.44968,121.03987,"Bahaghari Compound","osm-id 255059317",,"place:subdivision",04/01/08,05:19:04 PM
933,14.71995,121.03285,"San Paolo Subdivision","osm-id 255064567",,"place:subdivision",04/01/08,04:31:49 PM
1885,14.57566,121.14300,"Meadow View","osm-id 255058725",,"place:subdivision",04/01/08,04:43:49 PM
2052,14.48132,121.04035,"Marcelo Green Village Phase 8","osm-id 255067599",,"place:subdivision",04/01/08,05:04:22 PM
817,14.73696,121.06604,"Hobart Quirino Subdivision","osm-id 255066171",,"place:subdivision",04/01/08,04:59:00 PM
1004,14.69027,121.03446,"Roxas Circle Subdivision","osm-id 255064352",,"place:subdivision",04/01/08,04:49:45 PM
2053,14.48357,121.06021,"Holy Family Subdivision","osm-id 255060025",,"place:subdivision",04/01/08,04:57:18 PM
1757,14.57231,121.08424,"United Glorietta Subdivision","osm-id 255057654",,"place:subdivision",08/22/08,07:44:08 PM
732,14.72501,120.98508,"Arty Subdivision","osm-id 255059318",,"place:subdivision",04/01/08,05:00:31 PM
728,14.73784,121.01956,"Sto. Tomas Village 4","osm-id 255065842",,"place:subdivision",04/01/08,04:56:08 PM
727,14.73697,121.02352,"Happy Glen Loop","osm-id 255063495",,"place:subdivision",04/01/08,04:54:04 PM
1437,14.67689,121.09193,"Tivoli Greens","osm-id 255071863",,"place:subdivision",04/01/08,05:10:42 PM
1041,14.67861,121.02545,"Real Village 1","osm-id 255050418",,"place:subdivision",04/01/08,04:26:56 PM
724,14.74032,121.02044,"Natividad Subdivision","osm-id 255063503",,"place:subdivision",04/01/08,05:07:54 PM
2153,14.43163,121.00096,"Hansuyin Village","osm-id 255061580",,"place:subdivision",04/01/08,05:17:32 PM
1801,14.55608,121.09688,"Isla Homes Compound","osm-id 255064748",,"place:subdivision",04/01/08,05:09:59 PM
726,14.73956,121.01774,"Lucky Homes","osm-id 255072222",,"place:subdivision",04/01/08,04:52:28 PM
744,14.76412,121.03488,"Congressional Model Subdivision","osm-id 255071085",,"place:subdivision",04/01/08,04:51:16 PM
740,14.72653,121.02204,"Jordan Heights Subdivision","osm-id 255071099",,"place:subdivision",04/01/08,04:55:16 PM
1156,14.67540,121.00519,"Bayanihan Subdivision","osm-id 255072359",,"place:subdivision",04/01/08,04:41:48 PM
743,14.76170,121.03079,"Union Village","osm-id 255063552",,"place:subdivision",04/01/08,05:20:22 PM
742,14.76260,121.03572,"Franville Ii Subdivision","osm-id 255063049",,"place:subdivision",04/01/08,04:46:46 PM
736,14.72782,121.02510,"Queensland Village","osm-id 255049880",,"place:subdivision",04/01/08,04:53:45 PM
734,14.73264,121.00671,"Del Mundo Subdivision","osm-id 255064075",,"place:subdivision",04/01/08,04:49:30 PM
738,14.72225,121.01026,"Vista Verde North","osm-id 255056768",,"place:subdivision",04/01/08,04:54:44 PM
976,14.70858,121.04804,"Carmen Court","osm-id 255072331",,"place:subdivision",04/01/08,05:00:10 PM
2105,14.45682,120.98374,"Camella Homes Iv","osm-id 255059626",,"place:subdivision",04/01/08,04:40:15 PM
1434,14.66864,121.08496,"Manotoc Compound","osm-id 255068402",,"place:subdivision",04/01/08,04:40:27 PM
2062,14.47770,121.05291,"Manalac Estate","osm-id 255065193",,"place:subdivision",09/06/08,11:52:30 AM
1155,14.67264,121.01194,"Manotok Subdivision","osm-id 255071648",,"place:subdivision",04/01/08,04:26:36 PM
1313,14.64592,121.00973,"Cypress Village","osm-id 255068255",,"place:subdivision",04/01/08,04:37:38 PM
